en,de,translated_en
"Secretary-General Ban Ki-moon says his response to Russia's stepped up military support for Syria is that ""there is no military solution"" to the nearly five-year conflict and more weapons will only worsen the violence and misery for millions of people.","Generalsekretär Ban Ki-Moon sagt, seine Antwort auf Russlands verstärkte militärische Unterstützung für Syrien ist: ""Es gibt keine militärische Lösung"" des fast fünf Jahre dauernden Konflikts, und mehr Waffen werden Gewalt und Elend für Millionen von Menschen nur verschlimmern.","Generalsekretär Ban Ki-moon erklärt, dass seine Reaktion auf die verstärkte militärische Unterstützung Russlands für Syrien lautet, dass ""es keine militärische Lösung"" für den fast fünfjährigen Konflikt gibt und mehr Waffen die Gewalt und das Elend für Millionen von Menschen nur verschlimmern werden."
"The U.N. chief again urged all parties, including the divided U.N. Security Council, to unite and support inclusive negotiations to find a political solution.","Der UN-Chef fordert erneut alle Parteien, einschließlich des geteilten UN-Sicherheitsrats, auf, sich zu vereinen und integrative Verhandlungen zum Finden einer politischen Lösung zu unterstützen.","Der U.N.-Chef hat erneut alle Parteien, einschließlich des gespaltenen U.N.-Sicherheitsrats, gedrängt, inklusive Verhandlungen zu vereinen und zu unterstützen, um eine politische Lösung zu finden."
"Ban told a news conference Wednesday that he plans to meet with foreign ministers of the five permanent council nations - the U.S., Russia, China, Britain and France - on the sidelines of the General Assembly's ministerial session later this month to discuss Syria.","Ban sagte einer Pressekonferenz am Mittwoch, dass er plant, die Außenminister der fünf ständigen Mitglieds-Nationen des Rates - USA, Russland, China, Großbritannien und Frankreich - am Rande der Ministersitzung der Generalversammlung noch in diesem Monat zu treffen, um die Lage in Syrien zu diskutieren.","Ban sagte auf einer Nachrichtenkonferenz am Mittwoch, dass er die Außenminister der fünf ständigen Ratsnationen - die USA, Russland, China, Großbritannien und Frankreich - am Rande der Ministersitzung der Generalversammlung in diesem Monat treffen werde, um Syrien zu diskutieren."
"He expressed regret that divisions in the council and among the Syrian people and regional powers ""made this situation unsolvable.""","Er bedauerte, dass die Aufspaltungen im Rat und innerhalb des syrischen Volkes und der Regionalmächte ""diese Situation unlösbar machen.""","Er bedauerte, dass die Spaltung im Rat und zwischen dem syrischen Volk und den regionalen Mächten ""diese Situation unlösbar machte""."
Ban urged the five permanent members to show the solidarity and unity they did in achieving an Iran nuclear deal in addressing the Syria crisis.,"Ban forderte die fünf ständigen Mitglieder auf, bei der Bewältigung der Krise in Syrien die gleiche Solidarität und Einheit zu zeigen, die sie bei der Erreichung eines nuklearen Deals mit dem Iran bewiesen haben.","Ban forderte die fünf ständigen Mitglieder auf, die Solidarität und Einheit zu zeigen, die sie bei der Erreichung eines Atomabkommens mit dem Iran bei der Bewältigung der Syrien-Krise getan haben."
8 Poll Numbers That Show Donald Trump Is For Real,"8 Umfragewerte, die zeigen, dass Donald Trump ernst zu nehmen ist.","8 Umfragenummern, die Donald Trump für real halten"
Some have tried to label him a flip-flopper.,"Einige haben versucht, ihn als Flop zu brandmarken.","Einige haben versucht, ihn als Flipflopper zu bezeichnen."
Others have dismissed him as a joke.,Andere haben ihn als einen Witz abgetan.,Andere haben ihn als Witz abgetan.
And some are holding out for an implosion.,Und manche warten auf einen Zusammenbruch.,Und einige halten sich für eine Implosion.
"But no matter how some Republicans are trying to drag Donald Trump down from atop the polls, it hasn't worked (yet).","Aber egal, wie einige Republikaner versuchen, Donald Trump von den oberen Rängen bei Umfragen nach unten zu ziehen, es hat (noch) nicht funktioniert.","Doch unabhängig davon, wie einige Republikaner versuchen, Donald Trump von den Umfragen herunterzuziehen, hat es nicht funktioniert (noch)."
"Ten of the last 11 national polls have shown Donald Trump's lead at double digits, and some are starting to ask seriously what it means for the real estate mogul's nomination chances.","Zehn der letzten elf nationalen Umfragen zeigten Donald Trump im zweistelligen Bereich führen, und einige beginnen, sich ernsthaft zu fragen, was es für die Chancen der Nominierung des Immobilien-Moguls bedeutet.","Zehn der letzten elf nationalen Umfragen haben Donald Trumps Vorsprung in zweistelligen Zahlen gezeigt, und einige beginnen ernsthaft zu fragen, was es für die Nominierungschancen des Immobilienmänners bedeutet."
"Of course, it's still early in the election cycle.",Natürlich ist es noch zu früh in der Wahlperiode.,Natürlich ist es noch früh im Wahlzyklus.
None of this is to say that Trump is likely to win the Republican nomination.,"Keiner behauptet, dass Trump wahrscheinlich die republikanische Nominierung gewinnen wird.","All dies bedeutet nicht, dass Trump wahrscheinlich die Nominierung der Republikaner gewinnen wird."
"Pundits point out that at this time in 2011, Rick Perry's lead was giving way to a rising Herman Cain, neither of whom won even one state in the nomination process.","Experten betonen, dass zu dieser Zeit im Jahr 2011 Rick Perrys Führung an den aufsteigenden Herman Cain abgegeben wurde, von denen keiner auch nur einen Staat in dem Nominierungsprozess gewann.","Pundits weist darauf hin, dass Rick Perrys Führung zum gegenwärtigen Zeitpunkt 2011 einem aufstrebenden Herman Cain den Platz einräumte, von dem keiner im Nominierungsprozess selbst einen einzigen Staat gewonnen hat."
And there are many reasons he would struggle in a general election.,"Und es gibt viele Gründe, warum er in einer allgemeinen Wahl zu kämpfen hätte.","Und es gibt viele Gründe, warum er bei einer allgemeinen Wahl kämpfen würde."
But outside groups like Jeb Bush's Super PAC and the economic conservative group Club for Growth are recognizing Trump's staying power and beginning to unload their dollars to topple him.,"Aber Außenseitergruppen wie Jeb Bushs Super PAC und die konservative Wirtschaftsgruppe Club for Growth erkennen jetzt Trumps Durchhaltevermögen und beginnen, ihre Dollar fließen zu lassen, um ihn zu stürzen.","Aber Außengruppen wie Jeb Bushs Super PAC und die konservative Wirtschaftsgruppe Club for Growth erkennen Trumps bleibende Macht und beginnen, ihre Dollars zu entladen, um ihn zu stürzen."
Here are some recent poll numbers that suggest that the real estate mogul isn't just a passing phase:,"Hier sind einige aktuelle Umfragewerte, die darauf hindeuten, dass der Immobilien-Mogul nicht nur eine vorübergehende Phase ist:","Hier gibt es einige aktuelle Umfragen, die darauf hinweisen, dass der Immobilienmakler nicht nur eine passierende Phase ist:"
Trump's favorability ratings have turned 180 degrees.,Trumps Beliebtheitswerte haben sich um 180 Grad gedreht.,Trumps Begünstigungsraten haben 180 Grad erreicht.
"Right before Donald Trump announced his candidacy in mid-June, a Monmouth University poll showed only two in 10 Republicans had a positive view of the real estate mogul.","Kurz bevor Donald Trump seine Kandidatur Mitte Juni ankündigte, zeigte eine Umfrage der Monmouth-University, dass nur zwei von zehn Republikanern den Immobilien-Mogul positiv sahen.","Gerade bevor Donald Trump Mitte Juni seine Kandidatur bekannt gegeben hat, zeigte eine Umfrage der Monmouth University, dass nur zwei von zehn Republikanern eine positive Sicht auf den Immobilienmakler hatten."
"By mid-July, it was 40 percent.",Bis Mitte Juli waren es 40 Prozent.,Mitte Juli betrug es 40 Prozent.
"In early August, it was 52 percent.",Anfang August waren es 52 Prozent.,Anfang August betrug es 52 Prozent.
"Now, six in 10 Republicans have a favorable view of Donald Trump.",Jetzt haben sechs von 10 Republikanern eine positive Ansicht von Donald Trump.,Nun haben sechs von zehn Republikanern eine positive Sicht auf Donald Trump.
Roughly three in 10 say they have a negative view.,"Etwa drei von zehn sagen, dass sie eine negative Meinung haben.",Roughly three of 10 say they have a negative view.
And these numbers hold up in early states.,Und diese Zahlen halten sich in frühen Staaten.,Und diese Zahlen halten in den frühen Staaten an.
A Quinnipiac poll in Iowa last week found that 60 percent of Republicans there had a favorable view of Trump.,"Eine Quinnipiac-Abstimmung in Iowa hat letzte Woche festgestellt, dass 60 Prozent der Republikaner eine gute Meinung von Trump haben.","Eine Quinnipiac-Umfrage in Iowa in der vergangenen Woche stellte fest, dass 60 Prozent der Republikaner dort eine günstige Sicht auf Trump hatten."
Two-thirds of GOP voters would be happy with Trump as the nominee.,Zwei Drittel der GOP-Wähler GOP wären glücklich mit Trump als Kandidaten.,Zwei Drittel der republikanischen Wähler würden Trump als Kandidat begrüßen.
"In a CNN/ORC poll last week, 67 percent of Republicans said they would be either ""enthusiastic"" or ""satisfied"" if Trump were the nominee.","In einer Umfrage von CNN/ORC letzte Woche sagten 67 Prozent der Republikaner, sie wären entweder ""begeistert"" oder ""zufrieden"", wenn Trump nominiert würde.","In einer CNN/ORC-Umfrage in der vergangenen Woche sagten 67 Prozent der Republikaner, sie würden entweder ""enthusiastisch"" oder ""zufrieden"" sein, wenn Trump der Kandidat wäre."
"Only two in 10 say they would be ""upset"" if he were the nominee.","Nur zwei von 10 sagen, sie wären ""verärgert"", wenn er der Kandidat wäre.","Nur zwei von 10 sagen, sie würden ""upset"" sein, wenn er der Kandidat wäre."
"Only Ben Carson generates roughly the same level of enthusiasm as Trump (43 percent say they would be ""enthusiastic"" vs. 40 percent who say the same of Trump).","Nur Ben Carson schafft ungefähr die gleiche Begeisterung wie Trump (43 Prozent sagen, sie wären ""begeistert"" vs. 40 Prozent, die das gleiche über Trump sagen).","Nur Ben Carson generiert ungefähr denselben Enthusiasmus wie Trump (43 Prozent sagen, sie wären ""enthusiastisch"" gegenüber 40 Prozent, die dasselbe von Trump sagen)."
The next closest in enthusiasm?,Der nächste in Sachen Begeisterung?,Die nächste Begeisterung?
Marco Rubio with only 21 percent.,Marco Rubio mit nur 21 Prozent.,Marco Rubio mit nur 21 Prozent.
"On the flip side, 47 percent of Republican voters say they would be ""dissatisfied"" or ""upset"" if establishment favorite Jeb Bush becomes the nominee.","Auf der anderen Seite sagen 47 Prozent der republikanischen Wähler, dass sie ""unzufrieden"" oder ""verärgert"" wären, wenn Jeb Bush, der Favorit des Establishments, der Kandidat würde.","Auf der anderen Seite sagen 47 Prozent der republikanischen Wähler, dass sie ""unzufrieden"" oder ""enttäuscht"" wären, wenn der Establishmentfreund Jeb Bush zum Kandidaten wird."
A majority of Republicans don't see Trump's temperament as a problem.,Eine Mehrheit der Republikaner sieht Trumps Temperament nicht als Problem.,Eine Mehrheit der Republikaner sieht Trumps Temperament nicht als ein Problem.
"While Donald Trump has been widely criticized for his bombast and insults, 52 percent of leaned Republican voters nationwide think that the real estate mogul has the right temperament to be president, according to Monday's ABC News/Washington Post poll.","Während Donald Trump weithin für seine bombastischen und beleidigenden Aussagen kritisiert wird, glauben 52 Prozent der zu den Republikanern tendierenden irischen Wähler, dass der Immobilien-Mogul das richtige Temperament für einen Präsidenten habe, so ABC News/Washington Post am Montag.","Während Donald Trump wegen seiner Bombast und Beleidigungen weithin kritisiert wurde, glauben 52 Prozent der republikanischen Wähler landesweit, dass der Immobilienmakler das richtige Temperament hat, um Präsident zu sein, laut ABC News/Washington Post-Umfrage vom Montag."
"The same number holds in the first-in-the-nation caucus state of Iowa, where the same 52 percent of Republicans think he has the personality to be commander in chief, according to Quinnipiac last week.","Die gleiche Zahl gilt in dem ersten Vorwahlstaat der Nation, dem Bundesstaat Iowa, wo die gleichen 52 Prozent der Republikaner denken, dass er die Persönlichkeit für einen Oberbefehlshaber hat, laut Quinnipiac letzte Woche.","Die gleiche Zahl hält im Caucus-Staat der ersten Nation Iowa, wo die gleichen 52 Prozent der Republikaner glauben, er habe die Persönlichkeit, Chefkommando zu sein, laut Quinnipiac letzte Woche."
"Still, 44 percent think he doesn't have the personality to serve effectively, and almost six in 10 independents say his temperament does not belong in the White House, according to ABC/Post.","Trotzdem denken 44 Prozent, dass er nicht die Persönlichkeit habe, um effektiv sein Amt auszuführen, und fast sechs von 10 Unabhängigen sagen, dass sein Temperament nicht ins Weiße Haus passe, so ABC/Post.","Trotzdem glauben 44 Prozent, er habe nicht die Persönlichkeit, effektiv zu dienen, und fast sechs von 10 Unabhängigen sagen, sein Temperament gehört nicht im Weißen Haus, laut ABC/Post."
